TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,INVEST_REAL_ESTATE,FIXED_ASSETS,CIP,INTAN_ASSETS,LT_AMOR_EXP,DEFER_TAX_ASSETS,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,INT_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,DEFER_TAX_LIAB,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,OTH_COMPRE_INCOME,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,OTH_COMPR_INCOME,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
4267744,7,7,7,5,3142772920,36993727.46,156901376.3,10865336.75,100645657.3,963192706.7,38510388.11,2060858071,5000000,104901105,645780703.7,54145367.5,180231376,349109619.9,16106204.54,4746465.6,2719646875,5196008549,257180000,121306571.2,207590594,12361131.68,13259136.25,184906.94,631173598.4,1792407504,16674247.92,2392733.28,1273250128,3895685796,400000000,93956238.62,81897254.64,619024959.5,1300322753,356055488.8,1300322753,5196008549,-781425.05,936400,-102529921.2,378872000,-1425100397,89518393.07,28501066.66,32767859.04,613126148.2,1781223271,31622322.15,852907658.5,563089880.4,706205,-1558868820,-9829471.26,75472555.26,10472630.54,1988190277,197040100.6,135297780.3,100000000,4670,-21409030.54,2681842262,1122973442,91796713.6,90000000,67272735.31,111409030.5,149453462.5,8042665.224,513109226.3,513109226.3,213888007.4,218652796.6,119198.38,157988343.6,-889786.17,157988343.6,158878129.7,3740928.34,43367896.46,25889195.68,294456429.7,158878129.7,2167155.14,5035486.37,-10315857.8,55009877.7,270697.23,-8782212.072,294456429.7,0
4276611,7,7,6,5,26904756000,20980131.88,603068766.9,175935278.8,2074583330,30393962921,5383487376,1.05124E+11,30148645000,322822282.2,223000,3091974000,635221000,83826000,47646544.91,1057257000,73035876924,2.51E+11,10989977771,3337524687,1318833906,1454110000,668322000,2915166000,1420070490,82763150898,6459429.674,602085612.6,68484144641,2.33E+11,5000000000,2221443000,1705040000,4423456000,17114539000,804045000,17918584000,2.51E+11,232344000,3986010705,-13204424000,41327791880,2123285000,591424650.8,1.06E+11,93434522000,21280883067,596760000,90019215000,13975050923,38656574000,3034493000,4197026000,-33205000,1080737000,736355000,36533289000,1635780000,1.07E+11,37091876600,380814000,15311370000,10247127000,14444153000,799405000,54572426000,1242325000,39261056000,2178942055,148945885.8,6079088000,6079088000,2765856000,2763202000,1074583000,2166281000,29831000,2170116000,2136450000,-14386000,995713560.1,657499391.7,3315886000,2140285000,71472000,9612000,3835000,625571000,12266000,3835000,3315886000,0
4296394,7,7,6,5,3211936007,782857646.2,14011802870,1010071381,2505887121,3328700368,144347243.6,25002743416,170423050,254541280.8,206706335.1,746309649.4,143480238.1,340856956.5,60340867.43,130552815.3,5861639116,30864382533,4344931064,6778544097,161570691.4,47408749.71,414736265.6,4059720.91,5409558652,22656079936,37354316.55,13997634.65,1741267524,24397347460,2646613257,2308537262,43599155.46,571955364.7,5514373189,952661883.7,6467035073,30864382533,33870764.88,7855924183,-1431703547,5550002590,-2432914043,148958512,267412302,229980067.5,26140777282,5087475361,9333648,25944601412,30211977527,2660796.51,128747497,-8916851.132,889651671.6,262561612.3,32644891570,4267376115,1661683614,4360270272,65849641.82,3993365086,1689616286,1818363783,272544031.4,16472121154,526987254.6,12478756067,664000609.6,-31517157.11,24939637653,24939637653,1152756598,1243750924,22703941.96,636126391.1,-249447.37,820580268.6,636375838.5,-21199405.21,317734604.7,1248026151,21344139067,820829716,86361544.76,95294846.75,184453877.5,331926882.4,4300521.35,184453877.5,23682965919,0
4319458,7,7,6,5,116478550.7,18862367.3,9133413.46,82737201.09,8238572.53,369071014.4,24265263.83,612971609.6,0,18409971.93,41193236,70787214.93,10191504.65,19703683.05,28690681.29,9682175.63,156639862.2,769611471.8,0,226848971,10576512.38,25613499.68,38311231.48,0,15795988.66,358559385.8,11972074.28,66776992.52,42465311.95,358559385.8,75000000,29118101.97,15266360.09,254561760.9,373946222.9,37105863.03,411052086,769611471.8,200173282.3,0,-31351302.53,0,108264808.1,0,0,2392694.87,1526284906,188230393.5,49176619.33,2051485305,2061408143,2199980.69,41513303.61,-1157724.55,80075831.09,35400201.93,1953143335,9922837.37,33743997.4,189560000,192714.18,-35400201.93,74965247.06,116478550.7,33743997.4,0,158552203.8,35400201.93,63387378.69,317441.53,1807849277,1807849277,139214339.2,140969853.9,536133.14,93577920.6,12272908.41,104559873.6,93577920.6,2199980.69,5683898.64,307115192,1294256492,104559873.6,6848449,2309768.64,10981952.98,34654465.63,554253.91,10981952.98,1677827543,0
4320811,7,7,6,5,15633366000,4260690.014,527995824.4,168748723.5,3526249453,30519050826,3756266428,72507960406,18238715000,230373000,3726652220,1075245000,255675000,178300000,53771122.73,729626000,73941431272,1.46E+11,12010053240,3331398918,1009060023,292643000,289696000,2459447000,1206470341,45867773198,6906017.912,77956000,73612763298,1.35E+11,2222728000,694050000,3212915000,1789986000,10468055000,640632000,11108687000,1.46E+11,-186543000,3210335786,-7550679000,20869312438,-6695396000,13400000,1.22E+11,1.15E+11,9525478784,767452000,1.15E+11,6598097868,12830915000,109373000,-2067860000,-41852000,650410000,452897000,19526311000,698243000,1.23E+11,75860000000,64430835.92,12220067000,8562475000,6494615000,106539000,88532964000,1024992000,76312897000,2451105819,39000000,4996733000,4996733000,1668087000,1657654000,1442997000,1016323000,-247972000,1073914000,1264295000,107978000,1211134004,434639523.9,3339079000,1321886000,40057000,15032000,57591000,346201000,25465000,57591000,3339079000,0
4324912,7,7,6,5,61597274.89,29418694.97,516741645.1,5153696.18,55042355.46,1494640406,24467579.32,3164015351,108101406.8,128465994.6,336934517.3,4258677.59,112816855.2,113032384,8919534.82,950303.67,1119401800,4283417151,834350000,47496043.59,39687036.29,9683359.49,25630165.05,6158935.82,1059343031,2062940275,26852143.61,26989825.27,247065872.2,2310006148,869099075,1822286000,136317641.9,-1155262146,1673556977,299854026.1,1973411004,4283417151,1116405.99,774494290.3,-729569444.7,1200570000,-272791790.8,688066190.8,152079606.9,1102210.03,214997319.5,54791752.32,831.16,46757900.22,58963301.33,1082749.46,-394116988.9,-311262.64,7875738.04,50731555.14,331755092.2,12169257.65,730671654.7,1088409750,18629.41,608555509.3,440929263.7,46812274.89,354841406.1,2522191105,54090282.33,1913635595,118099677.8,3414448.342,44111203.51,44111203.51,-689390168.3,-689235923,3261684.45,-692999972,6433745.294,-694407420.4,-692999972,12856703.07,77093023.85,217800.33,5496182.43,-694407420.4,398893.96,228544.18,-1407448.34,5017252.11,74298.91,-1407448.34,204567262.8,0
4357833,7,7,6,5,74338609586,25400018.08,614741992,156083078.1,635174109.2,30283704468,5713503608,1.18677E+11,46987722983,1870654624,85125000.51,1396070015,735534463.4,142006758.2,47196205.21,1310456270,61882437857,3E+11,2106343950,3330729740,1483040684,3116181307,574353960.5,1528950022,1619141541,1.01306E+11,5128037.204,451187393.9,52856309722,2.43E+11,20056605718,4436714051,3017174276,18173404086,55197196588,1808581584,57005778172,3E+11,-347664004.6,3285055097,-8063547667,2757343950,-30585421116,8918006.01,9786088025,2017478276,25599717583,5277362305,4066614827,16483236023,27660850022,2011385851,-25887161872,2035437.27,2864137782,4069243553,58246271138,255607817.8,10081025943,31600933576,6092424.6,12759771475,1.15E+11,88997891637,294937918.3,48429948604,6913549177,35670177129,2037696741,223171488.7,13367782980,13367782980,5927493043,5943027473,428532413.3,4906277705,216578381.7,4942331033,4599683412,4062358226,1048058786,910507536.3,7424755507,4725752651,113666749.3,25642946.11,36053328.29,1201740392,10108516.53,126069239.6,7424755507,0
4367568,7,7,6,5,649355654.5,226520340.7,1082436977,8371779.43,39940242.04,94243529.72,27125083.8,1901473266,31508326.04,4706419.68,304972881.3,1017115253,113673739.9,87581662.18,106715223.4,8890359.69,1419652276,3321125542,40150000,752620095.5,17790941.64,111770139.4,20291154.94,1146843.73,44426371.11,1001680469,38638824.37,89051.81,575351286.8,1577031756,457884577,834411489.4,27293224.34,382679949.9,1702268139,41825647.64,1744093786,3321125542,-1101.83,24864925.58,-397110636.5,152150000,283534715,440832400,31214400,13957834.5,1539360330,715992169.5,6806073.96,3516128508,3597982707,6874906.53,119594425.1,-586321.49,68130772.97,52558216.9,3314447992,80793577.88,411068471,281802589.4,276854.01,233756668.1,529761229.4,649355654.5,379854071,592982400,990964719.8,359225731.9,649112587.5,-555307.21,3791717684,3791717684,271822665.4,262545378.8,14492960.77,187918772.6,-586628.65,207515515.7,188505401.2,6319599.32,33186643.17,635824204.4,2238786043,208102144.3,5848572.59,770941.28,19596743.08,63720521.12,10048227.92,19596743.08,3577251012,0
4385480,7,7,6,5,41721594631,25400018.08,663852132.6,175235953.1,1048043485,30318747097,3497808387,1.13477E+11,39581791104,206292443.6,49647908.9,515203416.7,1081657532,169892090.3,59611073.44,796063440.5,48657049417,2.06E+11,2050817050,3314806600,1386493959,2591642830,346182773.9,1435456350,3759766973,86229652676,5128037.204,36017588.98,47310769479,1.62E+11,7246385238,7084515519,2702393344,15018176159,43754078535,244699676.1,43998778211,2.06E+11,-227781481.1,203242372.7,-3969496683,4589096445,-45789270260,425570726.4,3842878146,449210300.1,17554196076,4999328154,2430000,11214192013,22574210603,6941088.62,-21585808463,-178876188.5,2451505234,3381921679,68363480864,3068661554,4418706983,51279602450,11173371.48,28351834669,72510622486,50924814023,258232328.5,83216601171,4267184963,54864766502,2681197629,6087366.07,11303252246,11303252246,5355336979,5362378386,76340162.76,3874513996,-140383200.7,3921263801,4015427677,2425492711,1070441532,910507536.3,5940873861,4061647002,87166175.16,27042771.26,46749804.53,1293689977,20001364.26,46219324.5,5940873861,0
4398314,7,7,6,5,3.54E+11,557681669,638107446.3,114590615,280561157.1,47680453079,2785385155,3.516E+11,4.15E+11,3206800000,4262600000,14929000000,5248600000,1092000000,94030699.27,7596000000,2.07705E+11,4.09E+12,15082600000,1767140162,1287209580,8412000000,4932000000,40206000000,6546440286,4.32547E+11,71821303.85,2789800000,45007994486,3.78E+12,52489000000,53533000000,21054000000,92164000000,3.05E+11,676000000,3.05E+11,4.09E+12,-1845000000,6524400000,12318000000,28274600000,-1.43E+11,25978000000,7.51E+11,7.68E+11,11696037609,30709000000,7.67E+11,6616246387,5.26E+11,6000000,-93584000000,-2465000000,17795000000,24752000000,6.69E+11,14222000000,7.55E+11,56839000000,634000000,39284000000,2.42E+11,1.48E+11,4489000000,64036000000,14757000000,24752000000,2608982381,149400000,91850000000,91850000000,40646000000,40581000000,20570000000,29191000000,-2354000000,29257000000,31545000000,-212000000,499934010,5523181874,51269000000,31611000000,1025000000,103000000,66000000,9035000000,168000000,66000000,51269000000,0
4455639,7,7,6,5,558870814.8,90037667.03,451172031.4,397217446.7,154570109,179676087.3,177795583.8,2012520329,153389395.7,400871234.3,23798867.14,325336670.9,108899116.8,87280559.32,5623588,41767569.53,1163434560,3175954889,429186681.7,340752019.3,433187661.9,31237428.68,34792298.38,1715861.05,85690540.33,1467245285,25368633.92,7925699.604,169407580.1,1636652865,246767500,517435095.3,142503712.2,466648781.2,1376515348,162786675.2,1539302024,3175954889,3160259.8,2000000,-38760704.56,445041670.6,-113426949.6,7967662.428,221082520.8,707845467.7,4182909945,151820435.3,306196661.7,4142463554,4427933797,26538320.57,-246173775.3,-2726715.65,48236104.04,44606316.8,4541360747,29964562.84,746606172.3,489694759.3,40482500.53,-91259405.43,782116024.1,535942248.8,70510946.3,445041670.6,158394262.8,536301076.1,105048816.9,13815145.72,4101082097,4101082097,32526184.12,31448509.83,70253092.94,-4633932.5,-25784520.05,-7363444.22,12264019.48,97021057.29,40772871.61,166166199.6,3771881258,18421075.83,24168436.21,1077153.05,-2729511.72,14105108.29,2154827.34,6157056.35,4178290675,0
4463928,7,7,6,5,2195976543,11442003.25,597177156.8,372788072.5,179425359.2,1626307973,13083300.89,4996200408,310378877,11999511.67,234195058.1,501816316.8,7494758.35,82653820.34,433632465.4,45017599.25,2150401916,7146602324,100000000,941494344,6162085.47,64720075.25,146055950.3,22401156.82,204521974.3,2642504220,13626979.73,25891108.63,810159454.4,3452663675,567769811,1409710152,154703110,1561717508,3693938650,70643218.32,3693938650,7146602324,38068.25,9190000,-285605068.4,150000000,391156158.7,891789993.9,250727042.5,518388168,5631782578,1069041597,515000000,8738798187,8862991373,2983696.54,548293226.8,-69597.59,477361185.8,168504146.7,8471835214,123954139.9,803993236.4,850684113.1,404471.47,442811734.1,1390683763,1938976990,142045530.2,1471189994,1293649853,1028378260,354617000.3,-488.33,7751139414,7751139414,546857928.7,507418121.1,79906802.43,422292697.7,-526762.1,422219001,422714107.4,2000867.66,55633631.32,2157168231,4532525756,422745763.1,62936852.11,6812918.36,-73696.72,124112165.6,46252726,31655.7,7242788274,0
4471823,7,7,6,5,932330377.3,280327229.2,127682916,56078168.31,24581539.21,200237121.9,261474269.7,2091439226,45544874.02,145678466.7,40956961.84,340850921.4,4237745.45,14258540.76,60791010.32,13538086.42,662515581.5,2753954807,14000000,72980331.19,50111375.71,5776802,96473872.7,2881.25,117153176.5,365261880,19784536.91,7446487.21,117725329.7,482987209.7,431053891,132886161.3,295292646.3,1333426639,2192172944,78794653.6,2270967598,2753954807,-486393.85,19557056.89,121955751.1,19850000,356168369,3500000,4734878519,4898744063,947609501.9,428849733.9,4826100481,2091465523,2132870512,909758.61,387578363.2,-2026830.99,174317730.2,88218925.86,1776702143,41404989.03,4776788312,23650000,476837.19,-88518925.86,536698939,924277302.2,41909792.73,23350000,225925176.7,111868925.9,126321627.4,11764598.09,1750592394,1750592394,364838808.8,365939271.4,1743022.85,314045147.4,-6045108.19,302800665.4,320051428.2,40622844.35,-1967105.45,465033727.5,874251708.6,308845773.6,21250096.81,2575695.59,-11244482.01,55993035.22,1475232.95,-11205654.6,1486633078,0
4489133,7,7,6,5,90410090766,59904573.67,248304671.6,50601974.95,104713087.1,19807619.21,11182131091,1.45E+11,10961308090,474403175.7,345261520.3,6039933611,1076196785,51796972.13,23331326.25,718215313.7,89421182932,2.34E+11,20160643065,199981088.9,591117173.8,238633552.4,956415138.6,863179770.1,1231333765,1.6E+11,100000,828747502.1,46124804468,2.06E+11,8976325766,3962745140,316176420.9,6793830867,23263436364,4780939382,28044375746,2.34E+11,2010892283,3923833078,-6947405968,63143313605,24934292444,62839300,28443596780,22875982361,40739658302,3049501448,21898530958,27203509237,81173276154,629134837,40200166678,-60068134.11,1536402767,3621515200,56238983709,2442218265,29823388330,46982523592,153297374.9,22273348336,47547903805,87748070483,793303428.8,76801220207,1299859294,54527871871,1059788110,30640033.64,5707025888,10950861748,4660593568,4659427437,679021098.4,1881442636,-904278677.8,2592830515,2783606159,706065007.7,111877308.3,1510284637,2644334236,3497109193,82300347.85,11534846.13,711387878.4,1163484375,12700976.96,713503033.9,7147649655,0
4494153,7,7,6,5,35077756989,25245507.92,493855374.9,146366350,2169059967,195020762.3,103654984.7,1.19E+11,14787087565,1911585791,63535931.02,292647254,243302303.3,676927621.4,85405667.4,452766390.1,23294240730,1.42E+11,1858164919,120365390,108383550.8,2068419833,451950848,613320418.5,11934460923,84618880447,12154163.18,11529435.59,18397103250,1.03E+11,4227129727,20693107429,352995437.1,8440010363,36318311614,3070103893,39388415507,1.42E+11,133863849.9,85255536.79,-6773278312,15320058608,-13235201921,8010399990,210187500,257570623.8,512050764.9,4660745385,252099852.2,858289188.3,14021795449,5325245.37,-11411521313,11368431.98,1542715228,3324184753,27256997370,1151767419,7030848936,31158217311,145526.22,8585590489,60398499900,48986978587,352536793,43153248089,3327245121,34567657600,4277292551,99682791.31,704734401.6,10333855983,4020620730,4015485519,315847279.6,2904151546,313827878.9,3341569969,2589691679,2023528427,223791039.7,802996179.7,654569161.1,3027742090,61331538.89,12692497.5,437418423,992878639.8,17827708.3,438050411.2,8319348457,0
4546270,7,7,6,5,2560034449,21182820.4,513715257.1,129166330.7,183314744.2,273817429.9,11582303.07,3680987254,1160833442,340733529.7,266533710.4,1131396739,125602256,519660364.4,408587827.3,42519019.98,5631842948,9312830202,628089442.3,710619969,84928725.19,216843862.5,106875409.6,7464138.56,713045797.5,2120125994,86092055.41,44389219.48,1720657094,3840783089,1585984466,2252230382,241822791.9,1348643349,5216091489,255955623.4,5472047113,9312830202,-3398453.26,70284518.94,-2704001889,1667852629,1330404512,1785487740,315836638.5,104998494.6,1918510271,1138108998,62439732.6,5782962939,6118018754,39965086.15,1590484262,-8176861.04,242646789.9,220224155.8,4787614242,334887475.2,2809000384,190573194.6,2593675.86,2972258500,710360269.3,2300844532,605551230.5,3453340369,1488348183,481081869.3,845935970.5,15685715.26,5962845560,5962845560,1027094840,1112252451,40993051.77,748837797.9,7954227.45,800715182.4,742514537.4,39965086.16,42664060.44,774031867.7,3203073079,792760954.9,13453397.64,88935078.16,51877384.42,234333885.6,3777467.2,50246417.56,4920151427,0
4548045,7,7,6,5,1926696271,210472809.5,63737070.25,9929500.87,78052635.99,68451368.19,3055408.73,2179066766,167739751.1,263338213.3,87429.03,1495832395,955120931.5,596452779.5,25709452.01,33314353.59,3901799182,6080865948,811000000,701814123.1,340575900.7,128140602,45688376.99,1301346.546,169339245.3,2229408135,400162.45,243500.05,134457209.6,2363865344,1971049302,332036180.4,166172506.9,1197121593,3667145697,49854906.48,3717000603,6080865948,766114.24,0,-951374188.3,861000000,384207958.2,0,57510157.05,8887570.38,3469647438,173245804.9,3275736.65,4509964208,4626106616,5358084.63,-726545225.2,1082828.48,231370648.7,102931537.2,4241898658,116142407.7,960261758.7,933331157.4,253749.1,-159378995.1,2653241496,1926696271,901361601.6,876883699.5,367634766.7,1036262695,350730982,-15988490.03,4059628003,4059628003,258394163.5,254689707.4,1578473.55,194395643,-139703.82,189612888.3,194535346.8,-20312395.22,12958450.5,104024424.9,3252608196,189752592.1,64426310.66,4876060.09,-4782754.76,68641571.43,8580516.15,-4782754.76,3786326837,0
4548709,7,7,6,5,163048301.8,32945619.34,113786846.9,669991.68,3998000.62,144164332.1,94678571.8,525949218.3,115721438.6,100846318.7,131469713.3,167737576.9,35700545.83,22926389.49,182988.8,6492384.968,515958036.3,1041907255,164670495.8,157621999.7,2748124.2,12660840.79,4133934.54,1925696.798,129607549.9,308299623.2,209200782.7,22189635.49,231390418.2,539690041.3,243000000,15452625.96,46798598.93,124563190,496383321.3,5833891.97,502217213.3,1041907255,66568906.47,10629472.67,-37872162.88,251287072.7,72647254.77,54070111.64,376005373.5,370782360.3,729663561.5,49780908.34,361183629.9,999951125.7,1018349980,4820207.83,27428697.1,25099.6,44454416.66,7371494.39,945702725.4,18398854.45,408654523.1,140404127,61541.5,-7371494.39,135619604.7,163048301.8,32300930.26,236546825.7,121803838.9,7371494.39,71345702.55,-690859.62,962101572.8,962101572.8,50545925.48,49729468.37,-18234712.6,15722452.06,-23008039.68,15793396.34,38730491.74,4852540.03,15782585.87,90607784.89,762890041.8,38801436.02,6613061.49,301355.93,70944.28,11744489.46,1117813.04,70944.28,929004464,0
4552829,7,7,6,5,2.3E+12,557681669,638107446.3,114590615,280561157.1,47680453079,2785385155,3.516E+11,1.86E+12,17180000000,21026000000,2.06E+11,25649000000,18835000000,94030699.27,46487000000,2.07705E+11,1.95E+13,44223200000,1767140162,1287209580,31910000000,34521000000,2.146E+11,6546440286,4.32547E+11,71821303.85,4018000000,45007994486,1.79E+13,2.94E+11,1.42E+11,1.41E+11,6.47E+11,1.5E+12,80663000000,1.58E+12,1.95E+13,-35573000000,49000000,-5.05E+11,1.48084E+11,4.06E+11,2152000000,2.66E+12,2.2E+12,11696037609,79601000000,2.06E+12,6616246387,1.94E+12,1.22E+11,-60495000000,-27125000000,67803000000,76412000000,1.53E+12,3.05E+11,2.71E+12,4.47E+11,8736000000,65584000000,1.02E+12,9.59E+11,46011000000,5.89E+11,81478000000,5.23E+11,2608982381,596800000,4.83E+11,4.83E+11,2.23E+11,2.22E+11,88161000000,1.41E+11,-36074000000,1.49E+11,1.72E+11,12155000000,499934010,1659276403,2.61E+11,1.85E+11,4676000000,971000000,8224000000,37917000000,1645000000,12579000000,2.61E+11,0
4561466,7,7,6,5,549695389.8,27011356.04,1867264660,138030755.5,77110475.03,1040823431,132108159.7,3839368227,9700000,552470440.1,810381504.7,762134889,6648293.51,32944794.05,88558668.24,63193172.16,3285960462,7125328689,1692501412,355587417.3,73146314.51,44144338.79,96891597.9,20295097.37,319494422.2,3191516032,9920380.76,38013157.25,1185257933,4376773965,579534079,1023732423,41724733.35,642045366.7,2287045058,461509666.2,2748554724,7125328689,8456.18,122926219.5,-1750143709,2110285842,-87852783.61,46260000,618492587,247158608.8,3731091001,364913212.8,237500000,4452425896,4538947660,401230.9,-392963638.6,-34110.38,259942916.3,108257157.7,4626800443,85731917.92,1997302318,1415164500,3257377.87,1445066965,898471089.1,505507450.5,346395845.8,3091414842,270853313.4,1646347877,291789508.6,8651529.32,4318809841,4318809841,386690508.8,380635868,47537687.16,219188496.6,1791.68,297329810.3,219186704.9,9134993.22,107096375.1,371692818.4,3102843961,297328018.6,17763205.76,1066935.6,78141313.71,89362490.19,7121576.37,78141313.71,3938723556,0
4564086,7,7,6,5,30552717000,14054966.81,500185977.2,1840807036,2899513916,3916416701,6713639119,27075610333,50634460000,407184000,11000,3211094000,17228000,463560000,479750560.3,864097000,56124987146,2.84E+11,742501270,2668789854,320368596.4,525424000,521175000,3159145000,837564389.1,15714558438,831318719.1,54763622.97,56478090837,2.62E+11,3000000000,8584967000,2055924000,4630445000,21325611000,953763000,22279373000,2.84E+11,-127841000,88218828.69,8206408000,3713286509,6948504000,1397114800,3.66E+11,3.74E+11,40143901214,2287053000,3.69E+11,43999855660,43956927000,5381433000,396588000,-53613000,985113000,1835179000,37008423000,74143000,3.66E+11,66429531000,24767000,-14704711000,26422875000,26819462000,295035000,53560000000,1418356000,68264711000,2593568548,51625000,6898642000,6898642000,2719151000,2726497000,1480088000,1666043000,-443757000,1706431000,2109800000,161609000,601906579.2,7658518739,4172145000,2150188000,67646000,19596000,40388000,568963000,12250000,40388000,4172145000,0
4564250,7,7,6,5,9620175563,199160586.7,559641517.2,503914576,174214853.3,2854946030,3660747690,17554441790,4567530021,1130801118,177256540.7,13795029427,2068024317,3607418809,1010455348,121941488.6,27116094085,44670535875,1841000000,5761132262,6062020670,672536924.6,778908830.5,3450970.17,5865565557,22399840663,278778042.1,1043937961,1950555152,24350395815,1784168117,2922012900,1344313906,7604254264,16650088658,3670051402,20320140061,44670535875,2982835472,23388338.07,-2381687028,2041911480,2132864648,198987359.7,3619651502,3748955681,42461023146,5724605979,2756066750,54534445102,55536478186,195786403,-2186115229,-521542.26,1648531480,712092804.4,53403613538,984553856.2,6130642709,4942189005,396657749.8,-1936771307,10153397019,7967281789,1585499589,3740898840,3569452932,5677670147,2205328482,47756970.9,47181121376,47181121376,1597901092,1576897211,65212075.32,389618634.9,-447260674.8,410385975.2,847048045.7,642535680.9,-107721986.9,6691799709,37158400204,857646650,359534846.5,206367790.9,20767340.28,740254441.6,227371671.2,10598604.34,46372553330,0
4568230,7,7,6,5,601329200.7,1000000,41120710.27,9754660.55,32482588.97,598290569.4,12799798.03,1296777528,55236383.64,75558726.75,37801136.04,10645934.42,28879705.16,12170667.51,20965161.92,3857275.05,123197765.7,1419975294,111319013.1,505314995.6,41830033.58,46374480.63,10491541.16,531472.626,48432717.36,653113768.3,7000000,9059190.126,21540000,674653768.3,142613636,155579153.7,57970530.37,383853976.9,734496233.6,10825291.68,745321525.2,1419975294,-5521063.43,6401779.092,4823948.26,162690000,135740798.7,10108963.41,1745059840,1774860456,811424125,180830342.7,1760750000,1351677312,1397730525,14072705.58,99282071.27,-176199.77,53772816.49,41106475.94,1261989726,43368573.75,1770036507,149698000,37750.1,-41106475.94,501597129.4,600879200.7,24976667.15,87288952.6,215962441.8,41106475.94,107461772.7,-3948641.1,1271387430,1271387430,193240885.3,192417894.5,17913187.75,179005078,-2350065.79,184796520.1,181355143.7,9852863.04,-2006199.67,215543421,754713730.3,187146585.9,5841556.42,965654.16,5791442.14,6094299.44,1788644.98,5791442.14,1099467468,0
4570965,7,7,5,5,278055870.3,4090000,496771760.5,966188248.9,119064030.4,395063462.7,86832322.38,2354878162,10000000,83065280.18,48237868.28,73339855.27,69951533.36,234651.24,106282918.7,31818768.22,1311974399,3666852561,452450000,122662487.6,172416287.1,7452913.57,98374757.35,15493.15,120559851.9,1176181639,12721535.46,18535870.42,166131112.7,1342312751,791550442,1454624379,24695629.51,-116670795,2154235255,170304554.2,2324539810,3666852561,35599.78,16059291.47,-73687860.46,587450000,-465826088.1,7950000,137952498,15964090.47,948743137.9,286008759.5,98506298.07,773719763.2,910053628.6,4794243.828,-36677706.08,-556206.42,74295637.28,24348259.59,1375879717,136295523.6,73687860.46,51600000,3600918.44,503392448.9,311698845.2,275021139.2,24820627.3,595400000,66832182.08,92007551.06,67259001.3,7304378.668,820254142.1,820254142.1,171202683.7,171723712.2,61705764.94,109643290.3,-29929.33,155316139.6,109673219.6,3461401.48,22983339.84,56766738.33,436496630.7,155346068.9,8298321.15,1477098,45672849.29,15856614.81,956069.51,45672849.29,653509796.3,0
