TICKER_SYMBOL,ACT_PUBTIME,PUBLISH_DATE,END_DATE_REP,END_DATE,CASH_C_EQUIV,NOTES_RECEIV,AR,PREPAYMENT,OTH_RECEIV,INVENTORIES,OTH_CA,T_CA,AVAIL_FOR_SALE_FA,LT_EQUITY_INVEST,FIXED_ASSETS,CIP,INTAN_ASSETS,GOODWILL,LT_AMOR_EXP,DEFER_TAX_ASSETS,OTH_NCA,T_NCA,T_ASSETS,ST_BORR,AP,ADVANCE_RECEIPTS,PAYROLL_PAYABLE,TAXES_PAYABLE,OTH_PAYABLE,T_CL,DEFER_REVENUE,T_NCL,T_LIAB,PAID_IN_CAPITAL,CAPITAL_RESER,SURPLUS_RESER,RETAINED_EARNINGS,T_EQUITY_ATTR_P,MINORITY_INT,T_SH_EQUITY,T_LIAB_EQUITY,C_PAID_OTH_FINAN_A,N_CF_FR_INVEST_A,C_FR_BORR,N_CF_OPERATE_A,C_FR_CAP_CONTR,C_PAID_INVEST,C_INF_FR_INVEST_A,C_PAID_G_S,C_PAID_FOR_OTH_OP_A,PROC_SELL_INVEST,C_FR_SALE_G_S,REFUND_OF_TAX,C_INF_FR_OPERATE_A,GAIN_INVEST,N_CHANGE_IN_CASH,FOREX_EFFECTS,C_PAID_FOR_TAXES,C_PAID_DIV_PROF_INT,C_OUTF_OPERATE_A,C_FR_OTH_OPERATE_A,C_OUTF_FR_INVEST_A,C_PAID_FOR_DEBTS,DISP_FIX_ASSETS_OTH,N_CF_FR_FINAN_A,N_CE_BEG_BAL,N_CE_END_BAL,PUR_FIX_ASSETS_OTH,C_INF_FR_FINAN_A,C_PAID_TO_FOR_EMPL,C_OUTF_FR_FINAN_A,ADMIN_EXP,A_J_INVEST_INCOME,REVENUE,T_REVENUE,T_PROFIT,OPERATE_PROFIT,ASSETS_IMPAIR_LOSS,COMPR_INC_ATTR_P,T_COMPR_INCOME,N_INCOME_ATTR_P,INVEST_INCOME,FINAN_EXP,SELL_EXP,COGS,N_INCOME,BIZ_TAX_SURCHG,NOPERATE_EXP,COMPR_INC_ATTR_M_S,INCOME_TAX,NOPERATE_INCOME,MINORITY_GAIN,T_COGS,FLAG
1630575,7,7,6,5,249847649.7,55693841.84,608591664.4,156067329.2,11804044.31,427472354.9,30020370.28,1549360442,683095292.8,49906818.44,396925125.6,689611.01,92559083.01,793742906.5,2568536.93,8661600.35,23071503.69,2055455403,3604815845,239000000,209662518.9,44851095.88,56334376.85,86350898.9,151288078.4,831068340.7,15514651.33,173440252.5,1004508593,521946118,1107005835,79017588.22,234033576.8,2300674633,299632618.9,2600307252,3604815845,28997956.37,-125970582.9,288500000,-4597928.11,244030000,53150913.15,184300222.7,955913113.3,57222986.13,138788816.7,1350848798,1114771.48,1412631585,9543312.15,-71356205.67,-766642.03,150837511.2,85913406.27,1417229513,60668016.13,310270805.6,384000000,1799370.77,59978947.36,307897085.5,236540879.8,46212299.4,558890310,253255902.6,498911362.6,157361188.6,-2531134.58,1927233696,1927233696,267725378.3,267693504.3,13076440.61,10802509.7,71630908.17,166157684.5,80985323.65,15400148.91,57546921.24,1495640751,226986083,17914871.35,5373080.57,60828398.47,40739295.27,5404954.57,60828398.47,1756940322,0
1663264,7,7,6,5,207192191.8,3307836.32,273934565.1,14561237.38,31796123.27,112985384.2,51896257.27,699388355.6,216000,77048765.82,6514702.13,6605727.36,11230818.21,2610372.23,89759.19,7610094.86,7174342.72,119100582.5,818488938.2,79000000,88150437.17,47093262.91,10276886.61,6219741.52,3831528.07,260325694.6,5860871.172,6880387.238,260325694.6,66666667,278118619.7,20073387.01,179547380.4,544406054,13757189.55,558163243.6,818488938.2,14113337.45,-82546222.1,114000000,-40020741.39,176743337.5,24216000,146773247.9,334231910.7,138004968.9,63503609.18,459672872.1,17206181.99,549100431.9,1737868.9,50022214.9,-79183.144,33757185.03,5040821.61,589121173.3,72221377.81,229319470,99000000,35378.99,172589178.4,125564652,175586866.9,10103469.99,290743337.5,83127108.67,118154159.1,97797494.87,398827.37,448922268.6,448922268.6,42517809.17,42569336.83,11817162.8,41968856.74,41263787.59,41968856.74,2136696.27,2387054.94,38108991.73,271544248.3,41263787.59,3584681.54,65916.4,-705069.15,1254021.58,14388.74,-705069.15,425239634.2,0
1668191,7,7,6,5,2136623905,251034826.9,29044407.01,15824199.29,120991822.1,5147384717,338988465.7,7861841274,1359392390,1212122113,5974706293,606135205,3916745123,1042258205,276906768.5,176904066,755764668,15999485651,23861326925,3148515656,787174270.9,3320706262,147814771.7,172122219.9,783192840.2,9520537077,33153849.68,2794168282,12314705359,5443214176,1468480526,1061280623,3127285599,11190200453,356421112.3,11546621565,23861326925,469815227.7,-319134732.7,6630405656,273872116.2,750000,4349563132,4563670755,2552144693,572722456,3939206885,4562005214,85626566.16,4733189895,69985768.1,1348095107,-25405354.8,829663978.3,570607932.8,4459317778,85558114.77,4882805488,4667190000,478102.07,1393357723,639133428.9,1987228536,528916886,6631155656,504786651.5,5237797933,313999321.9,189750395.4,10017096585,10017096585,2092993736,2251446968,31137728.26,1376582491,1325946473,1459364534,225438287.1,194452446.8,147967961,6755473475,1408728516,560334712.4,165105134.3,-50636018.29,684265220.7,6651902.74,-50636018.29,8003365645,0
1669559,7,7,7,5,82889752.03,24876670.73,24331591.06,2882293.77,7566544.9,88544264.59,15660288.62,241439785.7,3559924.8,11587024.47,83941122.39,1067488,4270206.46,723147.774,1737299.428,1245225.69,3174660.65,93698703.19,335138488.9,17800000,23045302.06,64284300.56,6254235,515762.89,4423291.768,100610069.6,41349404.15,41349404.15,141959473.8,63000000,66376171.58,6671810.6,57131032.96,193179015.1,1309373.162,193179015.1,335138488.9,5359775.724,-24928460.56,30758000,42464041.34,23473750,144500000,155398795.9,84057263.33,32343120.32,134500000,164227705.2,12502679.41,210876559.9,898195.89,21983766.88,-849120.15,16980323.71,3176443.75,168412518.6,34146175.29,180327256.5,15000000,600,5297306.25,57075267.35,79059034.23,15827256.45,23473750,35031811.23,18176443.75,46691641.32,760496.86,189885024.1,189885024.1,29951284.49,29951284.49,1790857.372,26268063.63,26268063.63,26268063.63,898195.89,1608884.16,20046579.66,110738652.7,26268063.63,2197434.03,161367.47,-419309.948,3683220.86,7387650.778,-419309.948,181283191.9,0
1682715,7,7,6,5,1938223196,207243157.7,2930065398,419737013.8,279080321.1,740180741,922051589.8,7513261102,1105665757,914215064.8,456920048.1,257978007.1,618471333.3,785851451.7,2691255.19,89548140.18,101147000,4533178532,12046439634,2244662831,1432920442,393185229,114712023,31013806.98,182251418.5,6083945810,77731879.36,489087147,6573032957,1102840583,2537172299,186577599.3,1127815859,4874110614,599296062.5,5473406677,12046439634,114376098.8,-1675947077,2869078286,-895305533.4,128907471.1,9596643639,8919337339,6331081292,449249954.7,8788233239,7060636900,5232692.23,7128304604,31471445.97,-441125305.2,-21903874.37,154436863.8,187311610.1,8023610137,62435012.15,10595284416,965122224.7,503529.58,2152031180,2268767323,1827642018,188156629.7,3418841113,1088842027,1266809934,518655442,208237758.3,5431194164,5431194164,256309640.2,254074161.5,67310789.83,189846859.4,192348054.8,228027938.9,358215937.1,136237154.8,305270747.4,4505291654,244712581.2,19434042.53,9162249.89,2501195.44,11597058.97,11397728.61,16684642.29,5552199831,0
1684109,7,7,7,5,684499172.1,32230018.5,735653327.5,140833208.7,37985891.39,157453946.2,8753625.05,1827403081,20186944.85,44441426.6,77907603.84,72030231.32,2730767.31,108282523.7,9590721.83,43535867.44,7890107.49,219585948.5,2046989029,122737660,221635862,893746067.8,200156545.6,101815060,31760509.01,1490520344,310441.5,310441.5,1490830786,100000000,1381561.49,148086442.7,298225472.7,547693476.9,8464766.84,556158243.7,2046989029,9842673.006,-58372657.57,2000000,-21463380.47,56491661.62,1170200000,1167908297,276484877,322935598.9,1155721986,1161805303,3608452.126,1228696013,12177740.4,-254860213.8,-5499.894,86864086.44,175024175.7,1250159394,66890710.21,1226280954,2000000,8570,-175024175.7,927430102.3,672569888.5,56080954.27,2000000,563874831.4,177024175.7,190250023.4,7130919.64,1250136015,1250136015,183097336.3,189879222.2,18079461.49,154433516,157271212.8,154433516,15833492.01,167983.4,31117890.2,794128905.8,157271212.8,12788168,6782086.16,2837696.84,25826123.5,200.32,2837696.84,1028452971,0
1686695,7,7,6,5,2472390524,324800,1596832559,51922738.31,25616638.14,726937726.5,578036746.9,5466800883,683404986.4,383081297.2,2833558489,843665326.9,426051396.6,958037876.8,578823479.1,244158462.1,162864748.1,7113646062,12580446945,1318188800,333237924.4,604132140,442390583.8,281408682,1618179827,4619423329,377556421.2,1223013285,5842436615,937787000,3029093859,21296260.74,2215918738,6342379513,395630817.5,6738010331,12580446945,1796384110,-1124314120,1622162800,1793610275,31416800,303228544.3,1505977117,3314558694,863422150.6,1197184408,7950865600,120530945,8379005364,57118319.03,-41154883.62,-36281242.74,321517572.7,59144667.57,6585395089,307608818.9,2630291237,487003897,5665381.3,-674169795.9,2507298687,2466143803,1363281169,1668362878,2085896672,2342532674,1269334049,-48639750.13,7765259856,7765259856,1592620228,1460594896,140956077.2,1236591895,1307951568,1227093479,39793811.63,184463115.2,291509533.7,4516794368,1296720538,25722702.2,3950438.25,71359672.52,295899689.8,135975770.7,69627059.12,6428779846,0
1691703,7,7,6,5,316170312.7,1964488.04,106812607.6,3863588.72,12193218.5,67578474.64,9209.89,508591900.1,13681704,30874742.28,65244454.67,1315641.33,13309652.29,16387117.68,1833673.284,2913261.2,5391735.898,97841671.57,606433571.7,70000000,37898597.33,37298630.4,17161121.88,12097700.14,8783455.42,196398141.2,15000000,22452670.61,218850811.8,92945999,146839528.8,19269620.84,119830978.3,378886126.9,8696632.94,387582759.9,606433571.7,5837300,-11158357.17,70000000,7462076.69,180528300,53890000,2543858.714,124067680.5,40563493.32,6606807.574,275350430.6,4394075.03,285991545.3,1404968.504,193954580.1,271872.304,22205952.28,8140139.38,278529468.6,6247039.61,11158357.17,38900000,31381.8,197650860.6,114254575.3,308209155.4,11158357.17,250528300,91692342.49,52877439.38,51075121.28,1431567.586,307423525.3,307423525.3,52283130.57,48590659.26,4334805.39,44494787.97,44567203.28,44494787.97,1697420.606,2558774.29,20432647.18,187706439.8,44567203.28,2523028.35,60814.35,72415.31,7715927.29,3753285.66,72415.31,268630816.3,0
1697616,7,7,6,5,763812345.7,37990658.6,510149888.3,13274625.93,22145020.36,426229315.9,36769167.18,1772380363,14888888.89,311100300.1,115537212.6,153565294.5,231033220.5,9796239.34,2862193.98,3636706.16,8830804.68,855750860.6,2628131224,594097543.9,97620396.73,211008510.5,178221419.6,55648832.97,32526142.42,1170190175,25520159.5,219549350.4,1389739525,360000000,397843523.3,24176522.54,398137398.5,1180157444,58234254.16,1238391698,2628131224,48916820.29,-19254108.91,717353267.5,51902130.42,1320000,7731400,606060113.2,283450515.2,165364652.1,12368405.11,1622511052,1475280.72,1696410922,7844259.33,143654072.4,-1956890.77,101339079.2,33703952.64,1644508791,72424588.9,625314222.1,572006373.2,13916929.9,112962941.6,613660373.3,757314445.7,119582822.1,718673267.5,1094354545,605710325.8,337808768.4,10512797.71,1624278563,1624278563,212440005.8,211042878.8,8929842.46,187783108.6,189316474.9,187783108.6,19522141.03,28910637.62,81745221.85,1003961777,189316474.9,10183510.28,407710.28,1533366.28,23123530.9,1804837.26,1533366.28,1471539758,0
1726484,7,7,7,5,263299961.5,6630759.628,366028625.8,2704583.65,14378982.83,143849766.4,8151328.46,799055874.3,24774000,63304929.62,58475524.51,12670146.45,5877197.23,51721133.46,8434088.14,2786100.5,9298617,199897590.5,998953464.7,284119034.1,8847185.82,10602615.74,90248130.48,22965875.42,24376226.56,440276787.8,6384760.29,45335070,485611857.8,136516680,189798574.1,12287880.78,89758135.91,425850743.8,87490863.16,513341607,998953464.7,55793264.44,-51405064.1,387968778.9,-43537496.11,138330000,24500000,2157610.96,124359539,77442347.1,60462405.42,810901191.4,180625.46,841277489.9,2155661.78,-8756646.4,-1671912.15,40895438.98,19277573.12,884814986,30195673.03,53562675.06,363370115.3,1949.18,87857825.96,232190283.8,223433637.4,29062675.06,526298778.9,642117661,438440952.9,122232640.1,-1053257.152,880556081.2,880556081.2,44069683.26,38595202.36,12827836.62,34404415.02,38014712.69,34764798.73,4039809.74,22186935.12,48860411.31,645457412.7,38601656.84,3290087.8,336120.12,3610297.67,5468026.42,5810601.02,3836858.11,842027487,0
1727223,7,7,6,5,411625148.1,6882478.408,514182589,37635010.85,5794396.86,107503457.7,23835616.75,1102709051,4000000,18665749.25,514263345.5,23910181.98,9336094.23,13433638.57,14808239.5,7447240.74,91119510,703689337.6,1806398389,29256850,86827104.68,41224619.15,34232103.35,33562541.88,12985804.44,238134534.2,7800949,7800949,245935483.2,354605865,881006320.4,25958056.71,275333715.3,1536563886,23899019.84,1560462906,1806398389,28000000,127813277.7,38002050,74350103.45,21000000,67316362.94,399962221,551335647.9,245637807.4,111000000,1153322234,2294589.33,1172157449,696454.63,225643868.3,1556610.29,87152965.85,12753293.14,1097807345,16540625.74,272148943.2,8499880,13724.56,21923876.86,185981279.8,411625148.1,204832580.3,71177050,213680924.3,49253173.14,124821489.6,-1909517.03,1171191341,1171191341,284226687.9,275097957.1,5640397.63,230870987.1,241361960,232749588.9,-1213062.4,-3422273.29,308642401.6,455259752,244446127.6,8213775.48,52180.09,10490972.89,39780560.3,9180910.83,11696538.64,899155543,0
1732715,7,7,6,5,866846374,350000,715900678.2,1961928.09,93334310.54,278724603.6,1986393.38,1974934232,28100000,2837151.11,211143378.7,84650001.58,64028865.16,300418378.3,6690605.56,19052826.43,1280422.01,412117226.3,2387051459,110242960,181487373.9,283325409.3,30789282.18,56972736.76,90330049.76,683404851.9,25254072.39,168000000,851404851.9,72000000,1008542730,38788005.61,416315870.9,1535646607,29844150.35,1535646607,2387051459,8432000,-81545057,60000000,-6170216.15,697098600,22600000,15963892.27,298991100.1,177156277.1,45710600,765842354.2,34213032.16,853311085,795104.566,618675073.2,-574555.83,117001073.2,23701697.81,859481301.2,87468730.88,97508949.27,18000000,5037975.04,706964902.2,182718727.7,801393801,74908949.27,757098600,266332850.9,50133697.81,100003564.5,-1592711.92,935196421.9,935196421.9,273520245.7,273771942.1,32158922.22,230260090.4,230260090.4,230260090.4,-1592711.92,6275678.36,19458734.7,496054079.3,230260090.4,8729057.43,294226.98,7049433.222,43260155.27,42530.51,7049433.222,662680036.5,0
1770166,7,7,7,5,45818093.51,8044000,231434902,1862861.46,6823601.118,68875255.72,817516.12,351426282.5,1933395.29,16070613.63,8460227.58,1322951.156,7555165.48,10931282.78,1591233.22,6391408.61,2459786.54,46984070.92,398410353.4,50000000,104406113.1,8625680.88,11842344.49,32621286.29,798300,220569774.6,725088.75,5939391.68,226509166.3,61380000,7462777.44,21143375.39,75561131.17,165547284,6353903.14,171901187.1,398410353.4,832800,-1652486.25,60000000,-14760296.6,4675000,28737200,1774.3,140505532.2,51280967.57,22689641.61,252036170.7,3402580.69,272618846.4,211899.242,-32859997.57,-961750.216,25745137.65,15289414.72,287379143,17180095.06,1654260.55,65000000,1774.3,-16447214.72,70979241.53,38119243.96,1654260.55,64675000,69847505.59,81122214.72,53266656.94,128062.472,376386651.4,376386651.4,85993833.51,87525035.42,7133282.214,69923186.48,73172443.73,69923186.48,214248.578,3160584.55,22615397.79,200034512.2,73172443.73,3133110.83,1531201.91,3249257.25,12821389.78,3520300.986,3249257.25,282210262.3,0
1789553,7,7,6,5,510241192.4,9206012.02,261050764,17670546.98,47660046.18,52649787.72,3221313.98,840990767.6,10000000,4093564.71,8437193.92,35960773.23,10081598.49,33251792,7716024.62,8217738.95,15541407.03,81797912.69,922788680.3,100763806.8,1482058.76,8097518.75,186066807.9,29426166.96,32054542.69,257127095.1,8007018.726,15728656.5,272855751.6,180000000,226102341.7,11720389.93,206502599.1,624828248.9,25104679.85,649932928.7,922788680.3,8906054.14,-31662696.39,139386737.6,93420193.95,267554647.6,15600000,917333.74,73900892.79,42686101.73,72794405.42,1121252431,2518500,1132528926,821519.17,319676401.8,-418589.25,83183984.89,1306100,1039108732,8757995,32580030.13,161352360,95814.57,258337493.5,190564790.6,510241192.4,16980030.13,268549647.6,839337752.9,10212154.14,94572246.54,-399731.42,1135070487,1135070487,112798613.9,109180297.1,2009163.74,74117825.42,84508414.13,74338722.06,546974.07,-3860548.71,48899770.93,880134007.9,85461829.23,7670111.53,17728.19,10390588.71,27336784.64,3636044.98,11123107.17,1029424752,0
1822042,7,7,6,5,882943137.5,11921522.74,1029155159,18885374.85,55684852.76,425744449.5,4710552.21,2003300599,12938355.32,14404988.54,608629343,14552771.28,99389910.19,2615847955,13917694.97,49237574.08,39696304.99,3442978652,5446279252,710000000,44193756.16,5448995.91,77473598.32,36504723.23,31612607.55,1038050152,11362500,673983061.8,1712033214,715466700,2158045927,62954020.27,804550016.7,3733194510,1051528.16,3734246038,5446279252,7796990,5399172.82,1349000000,144639794.4,800000,4290000,164584159.4,370944967,80496567.93,57169300,1508517489,5213564.48,1534848528,1530000,266266548.3,-6734856.32,125775825.5,147040572.6,1390208734,21117474.58,159184986.6,1072000000,30589373.2,122962437.4,614123710.5,880390258.8,144894986.6,1349800000,812991373.7,1226837563,304902842,-1819641.61,1611974437,1611974437,269180671.3,250932086.2,27699697.69,245879524.1,245132202.7,249411156.2,5750002.16,70251069.09,48258780.76,908111909.8,248656364.4,15774735.59,312346.67,-747321.45,20524306.96,18560931.77,-754791.79,1374999035,0
1823531,7,7,6,5,723337878.5,61337538.87,464759380.2,64393627.71,58944411.21,705141821.6,366533356.8,2444469661,118959944.1,275799606.7,397788367.8,12665274.09,149988157.5,72482033.43,1631013.88,63544908.23,51580963.29,1259045411,3703515072,330389201.6,194031795.4,38326094.65,91112179,14074587.91,193617747.7,877314833.4,2340000,369768778,1247083611,548589600,972000595.6,4546242.52,692241691.5,2145214677,311216783.5,2456431460,3703515072,31172010.84,-119869575,224230000,117335869.2,281538077.2,1005380153,1064777504,2017747475,280337888.9,1012030235,3164760854,43906468.45,3259113269,16326012.85,-36544209.18,26314632.54,185158629.3,14913369.41,3141777400,50445946.85,1184647079,273539464,36421255.81,-60325135.9,750357929.6,713813720.5,158264626,228127697.5,658533406.6,288452833.4,291371664.1,17990723.92,3064971501,3064971501,295581858.7,290155459.3,26197662.78,228467819.5,249583878.2,197487226.3,45607259.29,-5263527.9,284810887.2,2245537329,212652989,13445563.98,3766348.69,21116058.67,82928869.66,9192748.08,15165762.75,2856099579,0
1864075,7,7,6,5,1606160236,108214435.1,1003101359,24499907.46,96802805.82,891350310.9,258961656.5,4276937675,2516304.35,78625821.44,128327339.1,15345661.53,64126257.91,1699722051,5651803.13,35702890.07,7081415.52,3254907392,7531845068,70000000,1117154343,73940956.95,182821804.8,101901007.9,311071179.1,2189729539,4405075.85,187892524.1,2377622063,1174928701,3130176802,83675982.08,947925623.1,5064695748,89527257.27,5154223005,7531845068,5580554.24,-135637604.4,720000,112629422,637945075,54745011.36,23816142.34,1177515165,218449653.7,300000,1746201048,55211191.03,1907228068,4769558.37,575449232.8,-653768.72,97071607.26,33627105.6,1794598646,105815828.6,159453746.7,1000000,333956.35,598457415.2,1133660716,1709109949,104708735.3,638665075,301562219.8,40207659.84,300040831.3,-5206171.84,2237019732,2237019732,455680647.7,448309675.4,22915146.38,408271461.3,400093406.6,408271461.3,-115107.32,-67537715.2,156819561.8,1431549453,400093406.6,11863737.94,405229.09,-8178054.7,55587241.04,7776201.38,-8178054.7,1855651015,0
1865766,7,7,6,5,7710435900,551973129,9535753085,1546542750,686424101.4,5638526400,534668636.9,26221280488,105770233.1,204759889.6,4022051528,185049862.2,461332113.8,121254350,46435738.8,326171919.6,126588272.6,5608195508,31829475996,6627893467,3709851888,437668352,131226465.4,320174955.5,1303398126,17446857463,128188603.6,5121188812,22568046275,873959068,6169629612,141905207.3,1819014163,8987701479,273728242.5,9261429722,31829475996,260852555.7,-275258506.7,12315023691,-591525161.8,3084821830,608628581,103604099,14073151142,881593731.2,53176869.68,14972838785,360813664.9,15464779959,18912171.25,3921450177,-36553635.91,267301838.3,820868486.4,16056305121,131127508.5,378862605.7,10530436998,16015058.1,4824787481,1873879430,5795329607,366433086.9,16436945521,834258408.6,11612158040,1038443510,24313935.84,19414957765,19414957765,405141046.3,426361050.2,579924611.5,307991560.8,386281917.5,305537416.6,124845574.5,842056991.5,515216465.7,16130067895,384023449.3,66669202.98,30654691.83,78290356.65,21117597.05,9434687.94,78486032.69,19172378676,0
1886750,7,7,6,5,2900296710,1237501045,1761168849,157389828.2,42699629.25,1381719283,114035904.2,7595851163,501766427.4,81484171.76,4786051162,972846006.7,2267894211,77491616.68,21334824.61,58027360.18,731647879,9594037413,17189888576,3215626462,934584459,40280774.64,111314270.8,212431575,805487323.8,7133846342,161530493.5,2184986289,9318832630,2468873909,1126654382,166589705.7,1798527106,5705098447,2165957499,7871055946,17189888576,2185005658,-959005152.1,3625532043,1225639876,1403689112,12000000,42368143.56,3444643168,553759954.9,877927324.9,6073957609,143977048.7,6396549395,7221769.38,609102282.5,-41606581.88,631747582.5,447531137.7,5170909519,178614737.7,1001373296,3727249217,18154412.18,384074140,1922408413,2531510696,829148975.4,6743860153,540758813.1,6359786013,548874206.3,58598555.18,9002599102,9002599102,1359678316,1390344738,39227990.99,997942046.6,1277869996,846869033.9,21000299.72,306507174.8,544075687.2,6151521413,1126796984,103759272.7,33801275.16,279927949.7,232881332.5,3134853.07,279927949.7,7693965745,0
1887598,7,7,6,5,448087178.3,161820493.4,266970792.5,12749174.39,10707525.25,90924645.88,201976343.1,1193236153,31257719.23,143906538.4,246885050.4,9035830.56,82629834.32,314870593.1,803882.12,4328527.3,52351909.2,573584532.9,1766820686,40000000,63181193.84,2015097.87,9625069,2134317.51,10550680.06,127506358.3,264666.56,2294739.72,129801098,230797101,1026169383,45921030.29,333473487.3,1636361001,658586.68,1637019588,1766820686,10137776.17,-414424826.1,45000000,56638214.66,1000000,1246725619,924624868.9,437717424.7,65800085.86,898000000,654388864.4,12429417.63,669535234.9,5806761.43,-446620349.6,449767.628,31782750.81,19833738.16,612897020.3,15146370.52,1339049695,115000000,3938863.41,-88833738.16,894707528,448087178.3,92324075.92,46000000,77596758.86,134833738.2,70494699.82,-301297.026,549808929.7,549808929.7,46695179.7,40140606.87,-627732.55,43778289.46,43436876.14,43778289.46,5806761.43,-7187830.3,49152093.05,404480886.6,43436876.14,2445633.04,3222291.95,-341413.32,3258303.56,9776864.78,-341413.32,518757749.7,0
1894048,7,7,6,5,593281398,170684552.9,532681286.4,79383663.27,25970676.51,533275992.3,33869505.97,1969147075,54879812.67,1870813.75,877172854.6,42129600.55,165552870.6,438819429.8,2715157.62,34183021.79,19936707.18,1260089355,3229236430,30000000,465212118.2,363624155.5,7032287.75,23347779.23,18441486.93,1219253648,80703918.51,192952200.1,1412205848,610500000,71774620.14,85791208.13,789432815.7,1581517714,235512868.8,1817030583,3229236430,10199391.38,62524050.22,30000000,-18340498.17,3000000,173356276.9,88862822.29,966933144,164129987,179201000,1312980719,41092721.69,1415068076,5764552.23,-134382258.3,-458673.63,84008737.1,49897186.69,1433408574,60994635.74,26338772.07,170961950.1,41666.28,-178107136.7,568751136.1,434368877.8,26338772.07,42752000,218336706.3,220859136.7,207242452.2,-42534.03,1683911393,1683911393,165358572,166272013.4,8624945.57,128027616,131313796.9,133117082.2,5722018.2,8674868,43557899.14,1278992107,139385181.6,14094147.3,5278095.41,3286180.92,25973390.36,4364654.01,6268099.48,1561186419,0
1908458,7,7,7,5,90829500,12791580.21,78827300,52828000,10809879.19,122820900,6033600,385315800,7600000,8168922.91,2009600,11127465.36,4720300,20206871.61,596600,6371500,18042437.6,21298100,406613800,45000000,26335100,1583200,13560700,15166900,12892737.24,114280800,2099125.934,2393800,116674600,83333300,132830600,3493700,70398600,290056200,-117000,289939200,406613800,7805500,-11600100,65000000,-25111100,80000000,338000000,331092900,592644600,114906200,330400000,750078300,72400,767535700,691500,40078300,-418100,25206600,6986900,792646800,17384900,342693000,53000000,1400,77207600,49251200,89329500,4693000,145000000,59889400,67792400,51527000,8600,670926400,670926400,67807200,68015800,4135566.184,57752200,57635200,57752200,691500,449600,102553000,446744900,57635200,2279200,756800,-117000,10172000,548200,-117000,603553700,0
1935361,7,7,6,5,228430460.6,5522072.87,339295708.5,8457993.85,10114077.79,52888158.6,265297477.7,857117791.3,19837960,19328223.31,2564212.31,44394265.75,850255.28,26284301.08,7081652.1,3887670.65,15188409,29572199.34,886689990.6,54763362,7423053.5,3923431.82,71414097.42,34569862.17,4868624.9,122199069.8,5031259.452,6031259.452,122199069.8,80000000,497106734.5,19683090.17,167701096.1,764490920.8,23935133.95,764490920.8,886689990.6,16785117.85,-265679656.1,77264398.68,32089129.26,404826415.1,855500000,592619524,130631680.4,41677047.83,590500000,677138675.4,348331.54,692307834.9,2095479.03,132956980,542504.46,39193207.94,8278908.27,660218705.6,14820827.96,858299180.1,30000000,24045.01,366547506.8,95152803.93,228109784,2799180.1,404826415.1,448716769.4,38278908.27,91667355.88,-410181.474,708895464.3,708895464.3,113097835.6,111453799.8,7125188.99,101011067.6,101011067.6,101011067.6,2095479.03,-2049240.18,25472281.69,476753868.9,101011067.6,4401347.88,435496.38,2887910.92,12086768.02,2079532.21,2887910.92,603370803.1,0
1936514,7,7,6,5,271328487.7,1736000,109714767.7,19663963.51,1445338.5,25992376.35,241925600,644078157.4,8630000,2536712.38,106459348.3,171154842.1,38030685.5,325239171,450622.18,2008916.37,867671.03,833751841.9,1477829999,100000000,9059832.68,999523.26,8486829.75,1724935.68,7402005.94,180796824.6,981183.27,200767259.8,381564084.4,93340000,490440520.8,46670000,465815976.9,1096265915,28141219.24,1096265915,1477829999,488389878.2,-288965629.9,401786076.5,39780880.13,7770439.8,145440000,2564109.59,76417438.36,35019379.8,35373601.87,220525072.3,3097758.49,233909500.2,2564109.59,-460510015.2,-3096.45,17045051.92,23718367.21,194128620,10286669.36,291529739.5,101000000,104814.944,-211322169,731838502.8,271328487.7,145754445.2,401786076.5,65646749.96,613108245.5,59060482.53,-403287.62,243269491.9,243269491.9,65170240.33,63061326.95,9352432.81,63226408.27,63226408.27,63226991.08,2160821.97,-3360651.97,16169658.37,104628207.1,63226991.08,886716.59,36213.69,739013.602,1943249.25,2145127.07,739013.602,186736845.5,0
1941126,7,7,7,5,383331840.6,14040387.36,174054177.4,861111.62,5327144.22,154900050.1,3161651.81,580776313,6000000,7940864.686,252086294.7,5521009.504,5877515.77,14941979.57,2603212.88,4794231.89,400000,273496876,854273189,70000000,25687333.26,217785565.7,183914939.3,15765938.44,719345.95,522109122.6,4891305.71,4891305.71,527000428.3,75000000,98851126.42,30352770.02,123068864.3,327272760.7,33058323.03,327272760.7,854273189,3890111.51,-7601273.19,110000000,169199125.6,81341713.02,55000000,55379019.39,79109573.01,39763448.29,55000000,745957728.7,10959996.08,753309966.2,268286.38,99369191.7,522547.616,53717255.22,23972660.72,584110840.6,7352237.51,62980292.58,148256000,110733.01,-62228660.72,281015704,380384895.7,7980292.58,110000000,411520564.1,172228660.7,118931828.2,-369925.84,696872092.5,696872092.5,90211221.06,90725129.38,9113214.912,78569963.75,78569963.75,78569963.75,268286.38,4993587.74,18334521.69,450927061.5,78569963.75,7517714.78,551399.39,1512870.322,11641257.31,37491.07,1939520.138,600704713.9,0
